runda,ruch,wynik,pozycja_x,pozycja_y,owoc_x,owoc_y,kierunek,czy_koniec,predkosc
7,59,100,2,2,1,1,LEFT,False,4.000000000000002
7,60,100,1,2,1,1,LEFT,False,4.000000000000002
7,61,100,1,3,1,1,DOWN,False,4.000000000000002
7,62,100,1,4,1,1,DOWN,False,4.000000000000002
7,63,100,2,4,1,1,RIGHT,False,4.000000000000002
7,64,100,3,4,1,1,RIGHT,False,4.000000000000002
7,65,100,4,4,1,1,RIGHT,False,4.000000000000002
7,66,90,5,4,1,1,RIGHT,True,4.000000000000002
8,0,0,2,2,1,2,RIGHT,False,2
8,0,0,3,2,1,2,RIGHT,False,2
8,1,0,4,2,1,2,RIGHT,False,2
8,2,0,4,1,1,2,UP,False,2
8,3,0,3,1,1,2,LEFT,False,2
8,4,0,2,1,1,2,LEFT,False,2
8,5,0,1,1,1,2,LEFT,False,2
8,6,10,1,2,2,2,DOWN,False,2.2
8,7,20,2,2,4,1,RIGHT,False,2.4000000000000004
8,8,20,3,2,4,1,RIGHT,False,2.4000000000000004
8,9,20,3,1,4,1,UP,False,2.4000000000000004
8,10,30,4,1,4,2,RIGHT,False,2.6000000000000005
8,11,40,4,2,3,4,DOWN,False,2.8000000000000007
8,12,40,4,3,3,4,DOWN,False,2.8000000000000007
8,13,40,4,4,3,4,DOWN,False,2.8000000000000007
8,14,50,3,4,2,4,LEFT,False,3.000000000000001
8,15,60,2,4,3,0,LEFT,False,3.200000000000001
8,16,60,1,4,3,0,LEFT,False,3.200000000000001
8,17,60,1,3,3,0,UP,False,3.200000000000001
8,18,60,1,2,3,0,UP,False,3.200000000000001
8,19,60,1,1,3,0,UP,False,3.200000000000001
8,20,60,1,0,3,0,UP,False,3.200000000000001
8,21,60,2,0,3,0,RIGHT,False,3.200000000000001
8,22,70,3,0,3,2,RIGHT,False,3.4000000000000012
8,23,70,4,0,3,2,RIGHT,False,3.4000000000000012
8,24,70,4,1,3,2,DOWN,False,3.4000000000000012
8,25,70,4,2,3,2,DOWN,False,3.4000000000000012
8,26,70,4,3,3,2,DOWN,False,3.4000000000000012
8,27,70,4,4,3,2,DOWN,False,3.4000000000000012
8,28,70,3,4,3,2,LEFT,False,3.4000000000000012
8,29,70,2,4,3,2,LEFT,False,3.4000000000000012
8,30,70,1,4,3,2,LEFT,False,3.4000000000000012
8,31,70,0,4,3,2,LEFT,False,3.4000000000000012
8,32,70,0,3,3,2,UP,False,3.4000000000000012
8,33,70,0,2,3,2,UP,False,3.4000000000000012
8,34,70,0,1,3,2,UP,False,3.4000000000000012
8,35,70,1,1,3,2,RIGHT,False,3.4000000000000012
8,36,70,1,2,3,2,DOWN,False,3.4000000000000012
8,37,70,2,2,3,2,RIGHT,False,3.4000000000000012
8,38,80,3,2,4,4,RIGHT,False,3.6000000000000014
8,39,80,4,2,4,4,RIGHT,False,3.6000000000000014
